Year,Month,Latitude,Longitude,Postal Code,Region,Planning Area,Subzone,Block,Street Name,Flat Type,Flat Model,Storey Lower,Storey Upper,Floor Area Sqm,Lease Commence Date,Years Remaining,Closest Mrt,Closest Mrt Dist,Cbd Dist,Electoral Boundary,Ruling Party,Resale Price,Resale Price Adj 2024,Closest Pri Sch Dist,Closest Pri Sch
2017,1,1.371477831,103.845868751,560716.0,NORTH-EAST REGION,ANG MO KIO,ANG MO KIO TOWN CENTRE,716,ANG MO KIO AVE 6,5 ROOM,IMPROVED,13,15,119,1980,62,Ang Mo Kio MRT Station,444.702080321,9802.078929083,ANG MO KIO,PAP,725000,852099,651.4714945546754,MAYFLOWER PRIMARY SCHOOL
2017,1,1.371388551,103.855953347,560575.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,575,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,7,9,82,1980,62,Ang Mo Kio MRT Station,729.6893179,9787.263199829,ANG MO KIO,PAP,375000,440741,483.1761505655222,JING SHAN PRIMARY SCHOOL
2017,1,1.374058463,103.85416817,560534.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,534,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,1,3,68,1980,62,Ang Mo Kio MRT Station,686.530667873,10073.836268147,ANG MO KIO,PAP,288500,339077,333.70104475226395,JING SHAN PRIMARY SCHOOL
2017,1,1.374473785,103.854100516,560536.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,536,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,7,9,68,1980,62,Ang Mo Kio MRT Station,712.50595966,10119.502842998,ANG MO KIO,PAP,298000,350242,356.3713057347862,JING SHAN PRIMARY SCHOOL
2017,1,1.371625702,103.857736108,560557.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,557,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,10,12,82,1980,62,Ang Mo Kio MRT Station,929.164159258,9825.917255448,ANG MO KIO,PAP,366000,430163,674.7810239964701,JING SHAN PRIMARY SCHOOL
2017,1,1.373651239,103.85702222,560546.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,546,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,1,3,92,1981,63,Ang Mo Kio MRT Station,926.854758962,10043.958040728,ANG MO KIO,PAP,410000,481877,608.7678591511864,JING SHAN PRIMARY SCHOOL
2017,1,1.37071308,103.853497803,560584.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,584,ANG MO KIO AVE 3,3 ROOM,NEW GENERATION,4,6,67,1979,61,Ang Mo Kio MRT Station,446.849668562,9701.946201175,ANG MO KIO,PAP,328000,385501,266.9785163746364,JING SHAN PRIMARY SCHOOL
2017,1,1.370055013,103.854880559,560571.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,571,ANG MO KIO AVE 3,3 ROOM,NEW GENERATION,1,3,67,1979,61,Ang Mo Kio MRT Station,592.480091569,9634.340999441,ANG MO KIO,PAP,285000,334963,432.8382728339411,JING SHAN PRIMARY SCHOOL
2017,1,1.369743586,103.856023138,560570.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,570,ANG MO KIO AVE 3,3 ROOM,NEW GENERATION,10,12,67,1979,61,Ang Mo Kio MRT Station,719.785688186,9606.052839497,ANG MO KIO,PAP,300000,352593,558.2582733671652,JING SHAN PRIMARY SCHOOL
2017,1,1.373405406,103.85113422,560520.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,520,ANG MO KIO AVE 5,5 ROOM,IMPROVED,19,21,118,1980,62,Ang Mo Kio MRT Station,422.143735447,9996.583313438,ANG MO KIO,PAP,668000,785106,135.5961548570821,JING SHAN PRIMARY SCHOOL
2017,1,1.374000865,103.850139806,560509.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,509,ANG MO KIO AVE 8,3 ROOM,NEW GENERATION,1,3,81,1980,62,Ang Mo Kio MRT Station,454.455074163,10063.237456497,ANG MO KIO,PAP,390000,458371,254.82221331072859,JING SHAN PRIMARY SCHOOL
2017,1,1.371754007,103.853883309,564588.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,588D,ANG MO KIO ST 52,4 ROOM,DBSS,19,21,91,2011,93,Ang Mo Kio MRT Station,521.769783511,9818.173044768,ANG MO KIO,PAP,730000,857976,249.6999664927844,JING SHAN PRIMARY SCHOOL
2017,1,1.372076889,103.852786139,561588.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,588A,ANG MO KIO ST 52,5 ROOM,DBSS,10,12,112,2011,93,Ang Mo Kio MRT Station,430.419087239,9851.054067253,ANG MO KIO,PAP,770000,904988,122.58938009070549,JING SHAN PRIMARY SCHOOL
2017,1,1.37183157,103.853670978,563588.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,588C,ANG MO KIO ST 52,4 ROOM,DBSS,13,15,90,2011,93,Ang Mo Kio MRT Station,503.568947581,9826.082996078,ANG MO KIO,PAP,688000,808613,224.6799687481998,JING SHAN PRIMARY SCHOOL
2017,1,1.371754007,103.853883309,564588.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,588D,ANG MO KIO ST 52,4 ROOM,DBSS,22,24,91,2011,93,Ang Mo Kio MRT Station,521.769783511,9818.173044768,ANG MO KIO,PAP,756000,888534,249.6999664927844,JING SHAN PRIMARY SCHOOL
2017,1,1.366201041,103.857200967,560465.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,465,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,4,6,68,1980,62,Ang Mo Kio MRT Station,945.371837403,9223.353647733,ANG MO KIO,PAP,265000,311457,735.4683866709479,TECK GHEE PRIMARY SCHOOL
2017,1,1.3640862,103.856692409,560470.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,470,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,4,6,92,1979,61,Ang Mo Kio MRT Station,1023.880710797,8986.157215444,ANG MO KIO,PAP,435000,511259,518.9270276359947,TOWNSVILLE PRIMARY SCHOOL
2017,1,1.362004539,103.85387991,560406.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,406,ANG MO KIO AVE 10,2 ROOM,IMPROVED,10,12,44,1979,61,Ang Mo Kio MRT Station,999.941594762,8740.633473386,ANG MO KIO,PAP,232000,272672,202.97373763071138,TOWNSVILLE PRIMARY SCHOOL
2017,1,1.362662978,103.856515923,560475.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,475,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,7,9,91,1979,61,Ang Mo Kio MRT Station,1116.14353891,8827.828905242,ANG MO KIO,PAP,400000,470124,383.7592202089728,TOWNSVILLE PRIMARY SCHOOL
2017,1,1.367479014,103.855967139,560447.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,447,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,4,6,68,1979,61,Ang Mo Kio MRT Station,763.11631943,9355.685215584,ANG MO KIO,PAP,285000,334963,635.4095803561393,TECK GHEE PRIMARY SCHOOL
2017,1,1.366947935,103.857487649,560463.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,463,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,4,6,92,1980,62,Ang Mo Kio MRT Station,942.167921963,9308.039628686,ANG MO KIO,PAP,440000,517136,780.8397507925874,TECK GHEE PRIMARY SCHOOL
2017,1,1.363143927,103.858118593,560472.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,472,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,10,12,92,1979,61,Ang Mo Kio MRT Station,1212.901164998,8894.334407091,ANG MO KIO,PAP,400000,470124,553.9292934723711,TOWNSVILLE PRIMARY SCHOOL
2017,1,1.36830997,103.853600306,560432.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,432,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,10,12,67,1979,61,Ang Mo Kio MRT Station,484.321049009,9436.611940825,ANG MO KIO,PAP,325000,381975,459.4735152859538,TECK GHEE PRIMARY SCHOOL
2017,1,1.367479014,103.855967139,560447.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,447,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,4,6,68,1979,61,Ang Mo Kio MRT Station,763.11631943,9355.685215584,ANG MO KIO,PAP,280000,329087,635.4095803561393,TECK GHEE PRIMARY SCHOOL
2017,1,1.366050278,103.85416831,560441.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,441,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,7,9,67,1979,61,Ang Mo Kio MRT Station,668.987137424,9188.819990835,ANG MO KIO,PAP,306000,359645,399.0480832612488,TECK GHEE PRIMARY SCHOOL
2017,1,1.368992878,103.85276135,560430.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,430,ANG MO KIO AVE 3,5 ROOM,IMPROVED,13,15,119,1979,61,Ang Mo Kio MRT Station,371.326960293,9510.042052169,ANG MO KIO,PAP,668000,785106,386.612586832302,JING SHAN PRIMARY SCHOOL
2017,1,1.371015364,103.841800324,560131.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,131,ANG MO KIO AVE 3,4 ROOM,NEW GENERATION,1,3,98,1979,61,Mayflower MRT Station,584.421483625,9789.54183965,NEE SOON,PAP,425888,500550,287.9536654633891,ANG MO KIO PRIMARY SCHOOL
2017,1,1.370261584,103.839467899,560101.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,101,ANG MO KIO AVE 3,5 ROOM,STANDARD,1,3,117,1978,60,Mayflower MRT Station,349.028528723,9738.375383615,NEE SOON,PAP,500000,587655,108.0371948092001,ANG MO KIO PRIMARY SCHOOL
2017,1,1.369563443,103.844698911,560119.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,119,ANG MO KIO AVE 3,3 ROOM,NEW GENERATION,7,9,67,1978,60,Ang Mo Kio MRT Station,542.308522107,9599.891849555,ANG MO KIO,PAP,312000,366696,544.3079274936105,ANG MO KIO PRIMARY SCHOOL
2017,1,1.370966352,103.83820194,560108.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,108,ANG MO KIO AVE 4,3 ROOM,NEW GENERATION,1,3,67,1978,60,Mayflower MRT Station,189.980290789,9835.486575693,NEE SOON,PAP,250000,293827,253.267324289989,ANG MO KIO PRIMARY SCHOOL
2017,1,1.373295936,103.835475719,560118.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,118,ANG MO KIO AVE 4,3 ROOM,NEW GENERATION,7,9,74,1978,60,Mayflower MRT Station,236.303543417,10138.583719358,NEE SOON,PAP,330000,387852,166.4294358323036,CHIJ ST. NICHOLAS GIRLS' SCHOOL
