Year,Month,Latitude,Longitude,Postal Code,Region,Planning Area,Subzone,Block,Street Name,Flat Type,Flat Model,Storey Lower,Storey Upper,Floor Area Sqm,Lease Commence Date,Years Remaining,Closest Mrt,Closest Mrt Dist,Cbd Dist,Electoral Boundary,Ruling Party,Resale Price,Resale Price Adj 2024,Closest Pri Sch Dist,Closest Pri Sch
2022,1,1.375374291,103.854258752,560539.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,539,ANG MO KIO AVE 10,5 ROOM,IMPROVED,22,24,118,1980,57,Ang Mo Kio MRT Station,797.300397317,10219.58167384,ANG MO KIO,PAP,670000,719170,440.3126797702645,JING SHAN PRIMARY SCHOOL
2022,1,1.371402396,103.854845849,560576.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,576,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,4,6,67,1980,57,Ang Mo Kio MRT Station,610.486307016,9783.045630751,ANG MO KIO,PAP,342000,367099,363.3254490937007,JING SHAN PRIMARY SCHOOL
2022,1,1.374209517,103.858209668,560547.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,547,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,1,3,92,1981,58,Ang Mo Kio MRT Station,1072.678545787,10114.753876588,ANG MO KIO,PAP,410000,440089,752.4144140911983,JING SHAN PRIMARY SCHOOL
2022,1,1.372032363,103.857625376,560556.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,556,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,1,3,68,1980,57,Ang Mo Kio MRT Station,927.320440426,9869.878083711,ANG MO KIO,PAP,320000,343484,658.7991602130968,JING SHAN PRIMARY SCHOOL
2022,1,1.374058463,103.85416817,560534.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,534,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,7,9,82,1980,57,Ang Mo Kio MRT Station,686.530667873,10073.836268147,ANG MO KIO,PAP,420000,450823,333.70104475226395,JING SHAN PRIMARY SCHOOL
2022,1,1.370816268,103.859192334,560560.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,560,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,1,3,67,1980,57,Ang Mo Kio MRT Station,1076.614984799,9749.916280701,ANG MO KIO,PAP,300000,322016,848.9604829313618,JING SHAN PRIMARY SCHOOL
2022,1,1.371787328,103.855854369,560577.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,577,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,4,6,67,1980,57,Ang Mo Kio MRT Station,730.087881534,9830.722394687,ANG MO KIO,PAP,325000,348851,464.74169861012996,JING SHAN PRIMARY SCHOOL
2022,1,1.372032363,103.857625376,560556.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,556,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,13,15,92,1980,57,Ang Mo Kio MRT Station,927.320440426,9869.878083711,ANG MO KIO,PAP,452888,486124,658.7991602130968,JING SHAN PRIMARY SCHOOL
2022,1,1.372032363,103.857625376,560556.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,556,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,1,3,68,1980,57,Ang Mo Kio MRT Station,927.320440426,9869.878083711,ANG MO KIO,PAP,318000,341337,658.7991602130968,JING SHAN PRIMARY SCHOOL
2022,1,1.371790676,103.854961174,560578.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,578,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,4,6,67,1980,57,Ang Mo Kio MRT Station,635.420812535,9826.468726456,ANG MO KIO,PAP,328000,352071,366.3220942055414,JING SHAN PRIMARY SCHOOL
2022,1,1.370816268,103.859192334,560560.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,560,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,10,12,67,1980,57,Ang Mo Kio MRT Station,1076.614984799,9749.916280701,ANG MO KIO,PAP,330000,354218,848.9604829313618,JING SHAN PRIMARY SCHOOL
2022,1,1.37357054,103.851551329,560521.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,521,ANG MO KIO AVE 5,5 ROOM,IMPROVED,10,12,118,1980,57,Ang Mo Kio MRT Station,459.347733312,10014.8650356,ANG MO KIO,PAP,603000,647253,138.7612585640653,JING SHAN PRIMARY SCHOOL
2022,1,1.374582553,103.853049125,560535.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,535,ANG MO KIO AVE 5,4 ROOM,NEW GENERATION,1,3,91,1980,57,Ang Mo Kio MRT Station,644.422205943,10128.599873481,ANG MO KIO,PAP,400000,429355,290.4563482616725,JING SHAN PRIMARY SCHOOL
2022,1,1.37485973,103.850224901,560505.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,505,ANG MO KIO AVE 8,3 ROOM,NEW GENERATION,10,12,68,1980,57,Ang Mo Kio MRT Station,549.820218075,10158.082689088,ANG MO KIO,PAP,370888,398107,325.42202847927047,JING SHAN PRIMARY SCHOOL
2022,1,1.374000865,103.850139806,560509.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,509,ANG MO KIO AVE 8,3 ROOM,NEW GENERATION,4,6,67,1980,57,Ang Mo Kio MRT Station,454.455074163,10063.237456497,ANG MO KIO,PAP,346000,371392,254.82221331072859,JING SHAN PRIMARY SCHOOL
2022,1,1.371975713,103.853150895,562588.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,588B,ANG MO KIO ST 52,5 ROOM,DBSS,28,30,120,2011,88,Ang Mo Kio MRT Station,459.232276375,9840.634130293,ANG MO KIO,PAP,1100000,1180726,164.66792848193802,JING SHAN PRIMARY SCHOOL
2022,1,1.37183157,103.853670978,563588.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,588C,ANG MO KIO ST 52,5 ROOM,DBSS,19,21,112,2011,88,Ang Mo Kio MRT Station,503.568947581,9826.082996078,ANG MO KIO,PAP,1028888,1104396,224.6799687481998,JING SHAN PRIMARY SCHOOL
2022,1,1.372076889,103.852786139,561588.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,588A,ANG MO KIO ST 52,5 ROOM,DBSS,1,3,120,2011,88,Ang Mo Kio MRT Station,430.419087239,9851.054067253,ANG MO KIO,PAP,780000,837242,122.58938009070549,JING SHAN PRIMARY SCHOOL
2022,1,1.371871353,103.851030423,564596.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,596D,ANG MO KIO ST 52,4 ROOM,MODEL A,4,6,85,2003,80,Ang Mo Kio MRT Station,269.802748309,9826.98425268,ANG MO KIO,PAP,507999,545280,91.0849678440135,JING SHAN PRIMARY SCHOOL
2022,1,1.365346697,103.854151826,560419.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,419,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,7,9,99,1979,56,Ang Mo Kio MRT Station,720.081586045,9111.004850409,ANG MO KIO,PAP,460000,493758,391.0529568265879,TECK GHEE PRIMARY SCHOOL
2022,1,1.367703678,103.854214313,560435.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,435,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,4,6,67,1979,56,Ang Mo Kio MRT Station,573.819951788,9371.71212938,ANG MO KIO,PAP,333000,357438,471.59489706361353,TECK GHEE PRIMARY SCHOOL
2022,1,1.366980045,103.85571809,560445.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,445,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,7,9,67,1979,56,Ang Mo Kio MRT Station,759.317124737,9299.09065707,ANG MO KIO,PAP,363000,389640,591.1858182986147,TECK GHEE PRIMARY SCHOOL
2022,1,1.366600453,103.855578791,560444.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,444,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,1,3,67,1979,56,Ang Mo Kio MRT Station,764.669241849,9256.365832031,ANG MO KIO,PAP,315000,338117,565.1973124594349,TECK GHEE PRIMARY SCHOOL
2022,1,1.365819605,103.857061606,560466.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,466,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,4,6,93,1984,61,Ang Mo Kio MRT Station,950.880021218,9180.187675586,ANG MO KIO,PAP,448000,480878,704.8698954122669,TOWNSVILLE PRIMARY SCHOOL
2022,1,1.366050278,103.85416831,560441.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,441,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,4,6,67,1979,56,Ang Mo Kio MRT Station,668.987137424,9188.819990835,ANG MO KIO,PAP,370000,397153,399.0480832612488,TECK GHEE PRIMARY SCHOOL
2022,1,1.363143927,103.858118593,560472.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,472,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,1,3,92,1979,56,Ang Mo Kio MRT Station,1212.901164998,8894.334407091,ANG MO KIO,PAP,419000,449749,553.9292934723711,TOWNSVILLE PRIMARY SCHOOL
2022,1,1.367527763,103.857409587,560461.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,461,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,1,3,82,1980,57,Ang Mo Kio MRT Station,913.351514086,9371.345250978,ANG MO KIO,PAP,368000,395007,788.917058205251,TECK GHEE PRIMARY SCHOOL
2022,1,1.368076523,103.854353043,560433.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,433,ANG MO KIO AVE 10,EXECUTIVE,ADJOINED FLAT,4,6,162,1979,56,Ang Mo Kio MRT Station,571.737200935,9413.459410699,ANG MO KIO,PAP,935000,1003617,507.4395551758463,TECK GHEE PRIMARY SCHOOL
2022,1,1.366339477,103.85912232,560460.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,460,ANG MO KIO AVE 10,5 ROOM,IMPROVED,16,18,120,1980,57,Ang Mo Kio MRT Station,1136.128841757,9256.279758669,ANG MO KIO,PAP,600000,644033,880.5553391878386,TOWNSVILLE PRIMARY SCHOOL
2022,1,1.364541709,103.855103691,560416.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,416,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,1,3,74,1979,56,Ang Mo Kio MRT Station,858.049930241,9026.395298998,ANG MO KIO,PAP,330000,354218,494.66435025505837,TOWNSVILLE PRIMARY SCHOOL
2022,1,1.367703678,103.854214313,560435.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,435,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,4,6,67,1979,56,Ang Mo Kio MRT Station,573.819951788,9371.71212938,ANG MO KIO,PAP,386000,414328,471.59489706361353,TECK GHEE PRIMARY SCHOOL
2022,1,1.366980045,103.85571809,560445.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,445,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,1,3,67,1979,56,Ang Mo Kio MRT Station,759.317124737,9299.09065707,ANG MO KIO,PAP,345000,370319,591.1858182986147,TECK GHEE PRIMARY SCHOOL
2022,1,1.364453356,103.853655234,560415.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,415,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,1,3,92,1979,56,Ang Mo Kio MRT Station,758.29429097,9010.507336946,ANG MO KIO,PAP,435000,466924,352.1496976883876,TECK GHEE PRIMARY SCHOOL
2022,1,1.365819605,103.857061606,560466.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,466,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,13,15,67,1984,61,Ang Mo Kio MRT Station,950.880021218,9180.187675586,ANG MO KIO,PAP,382888,410987,704.8698954122669,TOWNSVILLE PRIMARY SCHOOL
2022,1,1.368897511,103.856200835,560452.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,452,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,1,3,83,1979,56,Ang Mo Kio MRT Station,748.068964394,9513.75304535,ANG MO KIO,PAP,360000,386420,627.057685225893,JING SHAN PRIMARY SCHOOL
2022,1,1.366600453,103.855578791,560444.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,444,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,10,12,67,1979,56,Ang Mo Kio MRT Station,764.669241849,9256.365832031,ANG MO KIO,PAP,337000,361732,565.1973124594349,TECK GHEE PRIMARY SCHOOL
2022,1,1.361269015,103.854642366,560403.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,403,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,7,9,67,1979,56,Ang Mo Kio MRT Station,1112.618785333,8662.575826793,ANG MO KIO,PAP,345000,370319,134.2322458143633,TOWNSVILLE PRIMARY SCHOOL
2022,1,1.361579127,103.853805387,560405.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,405,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,1,3,92,1979,56,Ang Mo Kio MRT Station,1037.624243754,8693.349123658,ANG MO KIO,PAP,405000,434722,157.9299243819608,TOWNSVILLE PRIMARY SCHOOL
2022,1,1.362388292,103.857880565,560476.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,476,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,7,9,67,1979,56,Ang Mo Kio MRT Station,1246.509407553,8808.845812727,ANG MO KIO,PAP,330000,354218,485.9360260774136,TOWNSVILLE PRIMARY SCHOOL
